line_id,scene_id,order,beat,line_type,speaker,text_ko,emotion,condition,choice_id,next_or_effect,stage_direction,voice_required,branch_group,implementation_note
D2-01_021,D2-01,21,conclusion,dialogue,MARCUS,덕트는요?,skeptical,,,,HORIZON,Y,,
D2-01_022,D2-01,22,conclusion,dialogue,ADRIAN,먼지가 너무 깨끗합니다. 이상할 만큼.,focused,,,,HORIZON,Y,,
D2-01_023,D2-01,23,conclusion,dialogue,MARCUS,점검구도 그대로라면… 문으로 나간 겁니까?,uneasy,,,,HORIZON,Y,,
D2-01_024,D2-01,24,conclusion,dialogue,ADRIAN,"문턱에는 다니엘의 흔적만 있습니다. 출구는 셋이 아니라 넷이었지만, 사용된 출구는 없습니다.",realization,,,,HORIZON,Y,,
D2-01_025,D2-01,25,puzzle,puzzle_feedback,ADRIAN,‘범인이 흔적을 완벽히 지웠다’는 가설은 세 장소 모두에서 서로 다른 흔적을 동시에 없애야 합니다. 설명이 아니라 소원에 가깝군요.,focused,theory=perfect_cleanup,,,Puzzle,Y,,
D2-01_026,D2-01,26,puzzle,puzzle_feedback,ADRIAN,‘피해자가 범인을 내보냈다’면 문턱에 두 번째 젖은 발자국이 남아야 합니다.,focused,theory=door_exit,,,Puzzle,Y,,
D2-01_027,D2-01,27,puzzle,puzzle_feedback,ADRIAN,"결론은 ‘방에서 나간 사람이 없다’가 아닙니다. 사건이 일어난 순간, 살아 있는 제3자가 이 방에 없었습니다.",realization,puzzle_correct,,theory:horizon_no_live_third_party,Puzzle complete,Y,,
D2-01_028,D2-01,28,puzzle_hint,hint,UI_HINT,"세 출구가 어떻게 사용됐는지 찾지 말고, 사용됐다면 반드시 남아야 할 흔적을 비교하세요.",hint1,hint_level=1,,,Hint UI,N,,
D2-01_029,D2-01,29,puzzle_hint,hint,UI_HINT,"염분막, 먼지, 봉인선은 서로 다른 종류의 ‘미사용 기록’입니다.",hint2,hint_level=2,,,Hint UI,N,,
D2-01_030,D2-01,30,puzzle_hint,hint,UI_HINT,세 단서 카드를 모두 ‘사용되지 않음’ 결론에 연결하세요.,hint3,hint_level=3,,,Hint UI,N,,
D2-01_031,D2-01,31,close,system,SYSTEM,가설 해금: 호라이즌 룸에 살아 있는 제3자는 없었다.,system,,,"theory:horizon_no_live_third_party; scene_unlock:D2-02,D2-04",UI,N,,
D2-02_001,D2-02,1,opening,narration,NARRATION,헬레나는 현장 사진을 확대해 혈흔 조각을 바닥 지도 위에 겹쳤다.,observe,D2-01,,,HORIZON,N,,
D2-02_002,D2-02,2,setup,dialogue,HELENA,자상에서 나온 피라면 상처 방향을 중심으로 작은 비산점이 있어야 합니다. 여기에는 없습니다.,clinical,,,,HORIZON,Y,,
D2-02_003,D2-02,3,setup,dialogue,ADRIAN,대신 큰 방울이 거의 수직으로 떨어졌군요.,focused,,,,HORIZON,Y,,
D2-02_004,D2-02,4,setup,dialogue,HELENA,"시신을 옮겼다면 웅덩이 가장자리가 끌렸을 텐데, 그런 흔적도 없어요.",clinical,,,,HORIZON,Y,,
D2-02_005,D2-02,5,puzzle,system,SYSTEM,혈흔 배열 퍼즐: 사진 조각을 회전해 바닥 도면과 일치시키세요.,tutorial,,,,Puzzle UI,N,,
D2-02_006,D2-02,6,puzzle,puzzle_feedback,ADRIAN,상처 아래를 중심으로 맞추면 벽면 비산점이 설명되지 않습니다.,focused,puzzle_rotation_wrong,,,Puzzle,Y,,
D2-02_007,D2-02,7,puzzle,puzzle_feedback,HELENA,피의 양은 맞지만 방향이 틀렸어요. 몸이 쓰러지며 퍼진 패턴이 아닙니다.,clinical,puzzle_center_wrong,,,Puzzle,Y,,
D2-02_008,D2-02,8,puzzle,puzzle_feedback,ADRIAN,웅덩이 중심을 어깨 위로 옮기면 수직 낙하 방울이 모두 정렬됩니다.,realization,puzzle_step=vertical_drop,,,Puzzle,Y,,
D2-02_009,D2-02,9,puzzle,puzzle_feedback,ADRIAN,"다니엘은 이 자리에서 피를 흘리며 쓰러진 게 아닙니다. 이미 움직이지 않는 몸이 위에서 떨어졌고, 남아 있던 피가 나중에 고였습니다.",realization,puzzle_correct,,theory:body_inserted_from_above,Puzzle complete,Y,,
D2-02_010,D2-02,10,conclusion,dialogue,HELENA,그렇다면 자상 시각과 사망 시각도 분리해야 해요. 상처가 마지막 사건이 아닐 수 있습니다.,uneasy,,,,HORIZON,Y,,
D2-02_011,D2-02,11,conclusion,dialogue,ADRIAN,피해자는 한 번 쓰러진 게 아니라 두 번 배치됐습니다.,focused,,,,HORIZON,Y,,
D2-02_012,D2-02,12,inspection,narration,NARRATION,[조사: 혈흔 중심 오버레이],observe,,,,HORIZON,N,,
D2-02_013,D2-02,13,inspection,inspection,ADRIAN,상처 위치와 웅덩이 중심 사이에 43cm 차이가 있다. 천장 패널 바로 아래와 일치한다.,focused,,,,HORIZON,Y,,
D2-02_014,D2-02,14,evidence,system,SYSTEM,단서 획득: C-07 혈흔 중심,system,,,evidence:C-07,UI,N,,
D2-02_015,D2-02,15,puzzle_hint,hint,UI_HINT,비산혈흔이 없는 점과 큰 방울의 방향을 먼저 확인하세요.,hint1,hint_level=1,,,Hint UI,N,,
D2-02_016,D2-02,16,puzzle_hint,hint,UI_HINT,상처 위치를 기준으로 맞추면 조각 하나가 반드시 어긋납니다.,hint2,hint_level=2,,,Hint UI,N,,
D2-02_017,D2-02,17,puzzle_hint,hint,UI_HINT,웅덩이 중심을 천장 패널 수직 아래로 옮기세요.,hint3,hint_level=3,,,Hint UI,N,,
D2-02_018,D2-02,18,close,system,SYSTEM,가설 해금: 시신이 천장에서 투입되었다.,system,,,theory:body_inserted_from_above; scene_unlock:D2-03,UI,N,,
D2-03_001,D2-03,1,opening,narration,NARRATION,부검용 냉장 장치 옆 모니터에는 다니엘의 체온 변화 곡선과 투약 기록이 나란히 떠 있었다.,observe,D2-02,,,MEDBAY,N,,
D2-03_002,D2-03,2,medical,dialogue,HELENA,"처음에는 22시 10분 전후로 봤습니다. 하지만 안정제와 차가운 물, 저온 공기가 모두 체온 하강을 앞당길 수 있어요.",clinical,,,,MEDBAY,Y,,
D2-03_003,D2-03,3,medical,dialogue,ADRIAN,안정제는 언제 처방했습니까?,focused,,,,MEDBAY,Y,,
D2-03_004,D2-03,4,medical,dialogue,HELENA,"출항 전날 원격 처방, 어제 18시 40분에 선내 약국에서 수령. 정량은 한 알입니다.",neutral,,,,MEDBAY,Y,,
D2-03_005,D2-03,5,inspection,narration,NARRATION,[조사: 처방 기록],observe,,,,MEDBAY,N,,
D2-03_006,D2-03,6,inspection,inspection,ADRIAN,다니엘에게 처방된 저용량 진정제. 혈중 농도는 처방량과 일치하지만 반응 속도와 판단력을 늦췄을 수 있다.,focused,,,,MEDBAY,Y,,
D2-03_007,D2-03,7,evidence,system,SYSTEM,단서 획득: C-11 안정제,system,,,evidence:C-11,UI,N,,
D2-03_008,D2-03,8,inspection,narration,NARRATION,[조사: 체온 기록],observe,,,,MEDBAY,N,,
D2-03_009,D2-03,9,inspection,inspection,ADRIAN,젖은 의복과 호라이즌 룸의 강한 냉방을 반영하면 사망 추정 범위가 21:35~22:05로 앞당겨진다.,focused,,,,MEDBAY,Y,,
D2-03_010,D2-03,10,evidence,system,SYSTEM,단서 획득: 보조 단서: 체온 저하 보정,system,,,flag:death_window_revised,UI,N,,
D2-03_011,D2-03,11,choice_setup,dialogue,ADRIAN,당신의 첫 발표가 살인 시각을 한 시간 늦췄습니다.,press,,,,MEDBAY,Y,,
D2-03_012,D2-03,12,choice,choice,PLAYER_CHOICE,의사를 압박,choice,,D2-03_C1,trust_helena:-1; flag:helena_defensive,UI choice,N,D2-03_APPROACH,
D2-03_013,D2-03,13,choice,choice,PLAYER_CHOICE,협조 요청,choice,,D2-03_C2,trust_helena:+1; flag:helena_cooperative,UI choice,N,D2-03_APPROACH,
D2-03_014,D2-03,14,choice_result,branch_response,ADRIAN,사망 시각 오차는 용의자의 알리바이를 만들 수 있습니다. 약물 효과를 왜 처음부터 계산하지 않았죠?,hard,choice(D2-03_C1),,,MEDBAY,Y,D2-03_APPROACH,
D2-03_015,D2-03,15,choice_result,branch_response,HELENA,시신 위치와 환경 정보가 훼손된 상태에서 가능한 범위를 말한 겁니다. 의학은 당신이 원하는 순간에 확신을 만들어 주지 않아요.,angry,choice(D2-03_C1),,trust_helena:-1,MEDBAY,Y,D2-03_APPROACH,
D2-03_016,D2-03,16,choice_result,branch_response,ADRIAN,첫 추정이 틀렸다는 걸 공격하려는 게 아닙니다. 어떤 조건이 시계를 속였는지 함께 분리해 주세요.,calm,choice(D2-03_C2),,,MEDBAY,Y,D2-03_APPROACH,
D2-03_017,D2-03,17,choice_result,branch_response,HELENA,좋아요. 혈액 가스와 폐 소견을 다시 보겠습니다. 자상이 직접 사인이 아니라는 가능성도 열어둘게요.,relieved,choice(D2-03_C2),,trust_helena:+1; flag:forensic_retest,MEDBAY,Y,D2-03_APPROACH,
D2-03_018,D2-03,18,conclusion,dialogue,ADRIAN,다니엘은 22시 35분에 호라이즌 룸에서 기다린 게 아닙니다. 그 메시지가 도착하기 전에 이미 죽었을 수 있습니다.,realization,,,,MEDBAY,Y,,
D2-03_019,D2-03,19,conclusion,dialogue,HELENA,그러면 메시지는 만남 약속이 아니라 시신 발견 시간을 조절한 장치였겠죠.,concerned,,,,MEDBAY,Y,,
D2-03_020,D2-03,20,close,system,SYSTEM,사망 추정 범위 수정: 21:35~22:05. 헬레나 신뢰도 분기가 저장되었습니다.,system,,,scene_unlock:D2-06,UI,N,,
D2-04_001,D2-04,1,opening,narration,NARRATION,보안실 벽에는 같은 복도가 서로 다른 시간으로 반복되고 있었다. 마커스는 영상만으로 결론 내리려는 사람처럼 타임라인을 빠르게 넘겼다.,observe,D2-01,,,SECURITY,N,,
D2-04_002,D2-04,2,video,dialogue,MARCUS,21시부터 발견까지 호라이즌 룸 복도에 출입자는 없습니다. 리처드와 당신이 22시 43분에 도착한 게 전부입니다.,professional,,,,SECURITY,Y,,
D2-04_003,D2-04,3,video,dialogue,ADRIAN,영상이 보지 못한 건 뭡니까?,focused,,,,SECURITY,Y,,
D2-04_004,D2-04,4,video,dialogue,MARCUS,"문 위쪽 천장, 서비스 설비, 카메라 뒤편. 하지만 사람은 못 지나갑니다.",confident,,,,SECURITY,Y,,
D2-04_005,D2-04,5,choice,choice,PLAYER_CHOICE,영상만 보기,choice,,D2-04_C1,timeBlock:-1; flag:camera_only,UI choice,N,D2-04_LOG,
D2-04_006,D2-04,6,choice,choice,PLAYER_CHOICE,설비 로그 대조,choice,,D2-04_C2,flag:facility_log_requested,UI choice,N,D2-04_LOG,
D2-04_007,D2-04,7,choice_result,branch_response,ADRIAN,22시 15분부터 다시. 프레임 단위로 보죠.,focused,choice(D2-04_C1),,,SECURITY,Y,D2-04_LOG,
D2-04_008,D2-04,8,choice_result,branch_response,MARCUS,영상에는 변화가 없습니다. 대신 세 시간을 쓰게 되겠군요.,dry,choice(D2-04_C1),,timeBlock:-1,SECURITY,Y,D2-04_LOG,
D2-04_009,D2-04,9,choice_result,branch_response,SYSTEM,대체 회수: 반복 검토 후 자동 경보 아이콘이 강조됩니다.,system,choice(D2-04_C1),,,UI,N,D2-04_LOG,
D2-04_010,D2-04,10,choice_result,branch_response,ADRIAN,영상 시간축 위에 화재감지기와 설비 이벤트를 겹칩시다.,focused,choice(D2-04_C2),,,SECURITY,Y,D2-04_LOG,
D2-04_011,D2-04,11,choice_result,branch_response,MARCUS,설비 기록은 보안 영상과 별도 시스템입니다. 같은 시간축에 맞춰 보겠습니다.,professional,choice(D2-04_C2),,,SECURITY,Y,D2-04_LOG,
D2-04_012,D2-04,12,inspection,narration,NARRATION,[분석 콘솔: CCTV와 설비 기록 동기화],observe,choice(D2-04_C2) or flag(camera_only_complete),,,SECURITY,N,,
D2-04_013,D2-04,13,inspection,inspection,ADRIAN,영상에 없는 변화가 다른 시스템에는 남았을 수 있습니다. 직접 시간대를 좁혀 보죠.,focused,choice(D2-04_C2) or flag(camera_only_complete),,,SECURITY,Y,,
D2-04_014,D2-04,14,evidence,system,SYSTEM,분석 콘솔에 설비 로그 채널이 연결되었습니다.,system,choice(D2-04_C2) or flag(camera_only_complete),,,UI,N,,
D2-04_015,D2-04,15,conclusion,dialogue,ADRIAN,영상만으로 결론을 확정하지 않겠습니다.,focused,,,,SECURITY,Y,,
D2-04_016,D2-04,16,conclusion,dialogue,MARCUS,출입문·감지기·조명·환기 기록을 모두 불러왔습니다.,professional,,,,SECURITY,Y,,
D2-04_017,D2-04,17,conclusion,dialogue,ADRIAN,같은 시각의 기록을 겹쳐 보면 맹점이 드러날 겁니다.,calm,,,,SECURITY,Y,,
D2-04_018,D2-04,18,puzzle_hint,hint,UI_HINT,카메라에 보이지 않는 사건은 영상 밖 시스템의 시간 기록과 비교하세요.,hint1,hint_level=1,,,Hint UI,N,,
D2-04_019,D2-04,19,puzzle_hint,hint,UI_HINT,22시 18분 전후의 비영상 로그를 찾으세요.,hint2,hint_level=2,,,Hint UI,N,,
D2-04_020,D2-04,20,puzzle_hint,hint,UI_HINT,화재감지기 ‘차폐 4초’ 이벤트를 선택하세요.,hint3,hint_level=3,,,Hint UI,N,,
D2-04_021,D2-04,21,close,system,SYSTEM,카메라·설비 통합 분석 콘솔이 열립니다.,system,,,scene_unlock:D2-05,UI,N,,
D2-05_001,D2-05,1,opening,narration,NARRATION,사다리가 천장 패널에 닿자 미세한 검은 가루가 햇빛 속으로 떨어졌다.,observe,D2-04,,,HORIZON,N,,
D2-05_002,D2-05,2,inspection,dialogue,ADRIAN,패널을 마지막으로 연 사람이 누구인지 기록이 있습니까?,focused,,,,HORIZON,Y,,
D2-05_003,D2-05,3,inspection,dialogue,MARCUS,정기 점검은 두 달 전입니다. 어젯밤 작업 허가는 없습니다.,neutral,,,,HORIZON,Y,,
D2-05_004,D2-05,4,choice,choice,PLAYER_CHOICE,오언을 호출한다,choice,,D2-05_C1,trust_owen:+1; flag:rail_foreshadow_direct,UI choice,N,D2-05_OWEN,
D2-05_005,D2-05,5,choice,choice,PLAYER_CHOICE,직접 패널을 연다,choice,,D2-05_C2,evidenceIntegrity:-5; flag:rail_foreshadow_indirect,UI choice,N,D2-05_OWEN,
D2-05_006,D2-05,6,choice_result,branch_response,OWEN,볼룸 장식 패널과 같은 규격입니다. 잠금 핀을 억지로 푼 게 아니라 서비스 키로 열었군요.,matter_of_fact,choice(D2-05_C1),,,HORIZON,Y,D2-05_OWEN,
D2-05_007,D2-05,7,choice_result,branch_response,ADRIAN,서비스 키 보유자는요?,focused,choice(D2-05_C1),,,HORIZON,Y,D2-05_OWEN,
D2-05_008,D2-05,8,choice_result,branch_response,OWEN,기관부와 행사 운영 책임자. 행사 책임자는 이블린 쇼입니다.,neutral,choice(D2-05_C1),,trust_owen:+1,HORIZON,Y,D2-05_OWEN,
D2-05_009,D2-05,9,choice_result,branch_response,NARRATION,패널을 혼자 들어 올리는 순간 나사 홈의 미세 가루 일부가 바닥으로 떨어졌다.,observe,choice(D2-05_C2),,evidenceIntegrity:-5,HORIZON,N,D2-05_OWEN,
D2-05_010,D2-05,10,choice_result,monologue,ADRIAN,다음에는 구조를 아는 사람을 먼저 부르는 편이 증거에도 친절하겠군.,internal,choice(D2-05_C2),,,HORIZON,Y,D2-05_OWEN,
D2-05_011,D2-05,11,inspection,narration,NARRATION,[조사: 패널 가장자리],observe,,,,HORIZON,N,,
D2-05_012,D2-05,12,inspection,inspection,ADRIAN,오래된 회색 먼지 위에 손가락 두 개 폭만큼 깨끗한 선이 있다. 사건 전후에 한 번 열렸다 닫혔다.,focused,,,,HORIZON,Y,,
D2-05_013,D2-05,13,evidence,system,SYSTEM,단서 획득: 보조 단서: 최근 개방 흔적,system,,,flag:panel_recently_opened,UI,N,,
D2-05_014,D2-05,14,inspection,narration,NARRATION,[조사: 검은 합성섬유],observe,,,,HORIZON,N,,
D2-05_015,D2-05,15,inspection,inspection,ADRIAN,패널 안쪽 롤러에 검은 고강도 섬유가 걸려 있다. 운반용 벨트나 장비 가방 재질과 유사하다.,focused,,,,HORIZON,Y,,
D2-05_016,D2-05,16,evidence,system,SYSTEM,단서 획득: 보조 단서: 검은 합성섬유,system,,,flag:black_synthetic_fiber,UI,N,,
D2-05_017,D2-05,17,reveal,dialogue,OWEN,위에는 행사 장비용 경량 레일이 있습니다. 원래 호라이즌 룸까지 뻗지 않는데… 이 분기판은 개조됐군요.,concerned,flag:rail_foreshadow_direct,,,HORIZON,Y,,
D2-05_018,D2-05,18,reveal,dialogue,ADRIAN,무게 한도는요?,focused,flag:rail_foreshadow_direct,,,HORIZON,Y,,
D2-05_019,D2-05,19,reveal,dialogue,OWEN,표준 운반백 기준 120킬로. 사람 한 명은 충분합니다.,grim,flag:rail_foreshadow_direct,,,HORIZON,Y,,
D2-05_020,D2-05,20,conclusion,dialogue,ADRIAN,아직 사람을 옮겼다고 단정하진 않겠습니다. 하지만 천장은 이제 출구가 아니라 입구 후보군요.,realization,,,,HORIZON,Y,,
D2-05_021,D2-05,21,close,system,SYSTEM,화물 레일 떡밥 등록: 개조 분기 / 합성섬유 / 최근 패널 개방.,system,,,scene_unlock:D2-06,UI,N,,
D2-06_001,D2-06,1,opening,narration,NARRATION,"다니엘의 객실은 수색당한 것처럼 어지럽지 않았다. 오히려 너무 정돈되어 있어, 누군가 필요한 것만 정확히 가져간 느낌이었다.",observe,D2-03,,,CABIN_DANIEL,N,,
D2-06_002,D2-06,2,inspection,narration,NARRATION,[조사: 노트북 예약 기사],observe,,,,CABIN_DANIEL,N,,
D2-06_003,D2-06,3,inspection,inspection,ADRIAN,예약 발행 시각은 3일 차 08:00. 제목은 ‘호손 회장은 오르페우스 호를 침몰시켰다’. 일부 근거는 익명 제보 문장만으로 채워져 있다.,focused,,,,CABIN_DANIEL,Y,,
D2-06_004,D2-06,4,evidence,system,SYSTEM,단서 획득: 보조 단서: 기사 초안,system,,,flag:scheduled_article,UI,N,,
D2-06_005,D2-06,5,article,dialogue,ADRIAN,다니엘은 결론을 먼저 썼습니다. 증거는 빈칸을 채우는 데 사용했고.,focused,,,,CABIN_DANIEL,Y,,
D2-06_006,D2-06,6,inspection,narration,NARRATION,[조사: 암호화 채팅 일부],observe,,,,CABIN_DANIEL,N,,
D2-06_007,D2-06,7,inspection,inspection,ADRIAN,"제보자는 리처드의 매수와 보험 증액 자료를 제공했지만, 명령 주체를 직접 보여 주는 문서는 보내지 않았다.",focused,,,,CABIN_DANIEL,Y,,
D2-06_008,D2-06,8,evidence,system,SYSTEM,단서 획득: C-13 익명 채팅,system,,,evidence:C-13_partial,UI,N,,
D2-06_009,D2-06,9,chat,recording,ANON_CHAT,회장은 원본을 두려워합니다. 그가 숨긴 것은 사고가 아니라 의도입니다.,controlled,chat_playback,,,Chat UI,Y,,
D2-06_010,D2-06,10,chat,recording,DANIEL_CHAT,명령서에 리처드 서명이 있습니까?,intense,chat_playback,,,Chat UI,Y,,
D2-06_011,D2-06,11,chat,recording,ANON_CHAT,서명보다 결과를 보세요. 사실은 언제나 비용을 요구합니다.,controlled,chat_playback,,,Chat UI,Y,,
D2-06_012,D2-06,12,chat,dialogue,ADRIAN,질문에는 답하지 않고 확신만 강화했습니다.,focused,,,,CABIN_DANIEL,Y,,
D2-06_013,D2-06,13,inspection,narration,NARRATION,[조사: 비어 있는 충전 도크],observe,,,,CABIN_DANIEL,N,,
D2-06_014,D2-06,14,inspection,inspection,ADRIAN,태블릿 케이블만 남아 있다. 다니엘은 파티에서 작은 태블릿 가방을 들고 있었지만 시신 곁에는 없었다.,focused,,,,CABIN_DANIEL,Y,,
D2-06_015,D2-06,15,evidence,system,SYSTEM,단서 획득: 보조 단서: 사라진 태블릿,system,,,flag:tablet_missing,UI,N,,
D2-06_016,D2-06,16,claire_optional,dialogue,CLAIRE,남의 방을 뒤지는 취미가 있으신 줄은 몰랐네요.,guarded,hostility_claire<=1,,,CABIN_DANIEL,Y,,
D2-06_017,D2-06,17,claire_optional,dialogue,ADRIAN,문이 열려 있었습니다. 당신은 왜 왔습니까?,calm,hostility_claire<=1,,,CABIN_DANIEL,Y,,
D2-06_018,D2-06,18,claire_optional,dialogue,CLAIRE,다니엘이 가진 회사 자료가 유출됐는지 확인하려고요. 법무팀 요청입니다.,lying,hostility_claire<=1,,,CABIN_DANIEL,Y,,
D2-06_019,D2-06,19,claire_optional,dialogue,ADRIAN,법무팀은 객실 열쇠도 줍니까?,press,hostility_claire<=1,,,CABIN_DANIEL,Y,,
D2-06_020,D2-06,20,claire_optional,dialogue,CLAIRE,이 배에서는 성이 열쇠보다 빠를 때가 있어요.,deflect,hostility_claire<=1,,flag:claire_theft_foreshadow,CABIN_DANIEL,Y,,
D2-06_021,D2-06,21,claire_alt,dialogue,NARRATION,침대 옆 서랍 손잡이에 클레어의 향수와 같은 달콤한 향이 희미하게 남아 있었다.,CABIN_DANIEL,hostility_claire>1,,,,N,,
D2-06_022,D2-06,22,conclusion,monologue,ADRIAN,"태블릿은 살인자가 가져갔을 수도 있고, 살인과 무관한 도둑이 가져갔을 수도 있습니다. 둘을 같은 사람으로 만들면 쉬워지지만 틀릴 수 있죠.",internal,,,,CABIN_DANIEL,Y,,
D2-06_023,D2-06,23,close,system,SYSTEM,클레어 절도 복선 등록. 기사 예약 발행은 취소되지 않았습니다.,system,,,scene_unlock:D3-01,UI,N,,
D3-01_001,D3-01,1,opening,narration,NARRATION,"3일 차 오전 8시 정각, 라운지의 모든 뉴스 패널이 동시에 다니엘의 예약 기사를 띄웠다. 제목은 사람들의 목소리보다 먼저 배 안을 돌았다.",observe,D2-06,,,NEWS_LOUNGE,N,,
D3-01_002,D3-01,2,crowd,dialogue,PASSENGER_A,호손 회장이 배를 침몰시켰다고요? 그럼 우리 배는 안전한 겁니까?,alarmed,,,,NEWS_LOUNGE,Y,,
D3-01_003,D3-01,3,crowd,dialogue,PASSENGER_B,기자가 죽은 다음 날 기사가 나왔다잖아요. 우연일 리 없어요.,fearful,,,,NEWS_LOUNGE,Y,,
D3-01_004,D3-01,4,crowd,dialogue,CLAIRE,"기사를 내리세요. 예약 발행이고, 작성자는 확인도 못 합니다.",angry,,,,NEWS_LOUNGE,Y,,
D3-01_005,D3-01,5,crowd,dialogue,RICHARD,아무도 내리지 마시오. 삭제하면 유죄를 인정하는 꼴이오.,furious,,,,NEWS_LOUNGE,Y,,
D3-01_006,D3-01,6,inspection,narration,NARRATION,[조사: 기사 공개 정보],observe,,,,NEWS_LOUNGE,N,,
D3-01_007,D3-01,7,inspection,inspection,ADRIAN,"게시 시각은 정확히 08:00. 본문에서 ‘리처드 호손’ 실명이 한 군데 삭제되었고, 빈칸 자리에 편집 이력이 남아 있다.",focused,,,,NEWS_LOUNGE,Y,,
D3-01_008,D3-01,8,evidence,system,SYSTEM,단서 획득: 보조 단서: 기사 공개 시각,system,,,flag:article_release_time,UI,N,,
D3-01_009,D3-01,9,article,dialogue,ADRIAN,삭제된 실명은 누가 지웠습니까?,focused,,,,NEWS_LOUNGE,Y,,
D3-01_010,D3-01,10,article,dialogue,CLAIRE,다니엘 본인이 마지막으로 편집했을 수도 있죠.,defensive,,,,NEWS_LOUNGE,Y,,
D3-01_011,D3-01,11,article,dialogue,ADRIAN,편집 시각은 21시 58분. 다니엘이 이미 사망했을 가능성이 높은 시간입니다.,press,,,,NEWS_LOUNGE,Y,,
D3-01_012,D3-01,12,article,dialogue,CLAIRE,그럼 누군가 태블릿을 갖고 있었겠네요.,uneasy,,,,NEWS_LOUNGE,Y,,
D3-01_013,D3-01,13,choice_setup,dialogue,RICHARD,"베일, 이 소문을 멈추시오.",commanding,,,,NEWS_LOUNGE,Y,,
D3-01_014,D3-01,14,choice,choice,PLAYER_CHOICE,공개 해명 권고,choice,,D3-01_C1,publicAnxiety:-15; trust_richard:-1; flag:public_briefing,UI choice,N,D3-01_RESPONSE,
D3-01_015,D3-01,15,choice,choice,PLAYER_CHOICE,침묵 유지,choice,,D3-01_C2,publicAnxiety:+15; trust_richard:+0; flag:silence_policy,UI choice,N,D3-01_RESPONSE,
D3-01_016,D3-01,16,choice_result,branch_response,ADRIAN,"침묵하면 승객들이 빈칸을 채웁니다. 사실이 확인되지 않았다는 점, 다니엘의 죽음이 조사 중이라는 점만 공개하세요.",firm,choice(D3-01_C1),,,NEWS_LOUNGE,Y,D3-01_RESPONSE,
D3-01_017,D3-01,17,choice_result,branch_response,RICHARD,살인을 공개하라고? 주가보다 먼저 배가 무너질 거요.,angry,choice(D3-01_C1),,,NEWS_LOUNGE,Y,D3-01_RESPONSE,
D3-01_018,D3-01,18,choice_result,branch_response,THOMAS,승객 안전 공지는 제가 맡겠습니다. 추측을 줄이는 편이 통제에 낫습니다.,decisive,choice(D3-01_C1),,publicAnxiety:-15; flag:public_briefing,NEWS_LOUNGE,Y,D3-01_RESPONSE,
D3-01_019,D3-01,19,choice_result,branch_response,ADRIAN,지금은 증거가 부족합니다. 공식 발표를 유지하되 기사 원문과 접속 기록을 보존하죠.,calm,choice(D3-01_C2),,,NEWS_LOUNGE,Y,D3-01_RESPONSE,
D3-01_020,D3-01,20,choice_result,branch_response,CLAIRE,그 사이 승객들은 삼촌이 살인자라고 믿을 겁니다.,bitter,choice(D3-01_C2),,,NEWS_LOUNGE,Y,D3-01_RESPONSE,
D3-01_021,D3-01,21,choice_result,branch_response,SYSTEM,승객 불안이 상승했습니다. 일부 승객 대화와 제한구역 접근 난도가 변경됩니다.,system,choice(D3-01_C2),,publicAnxiety:+15,UI,N,D3-01_RESPONSE,
D3-01_022,D3-01,22,confession_hook,dialogue,RICHARD,기사에 적힌 매수와 은폐 중 일부는 사실이오. 하지만 살인은 아니오.,low,,,,NEWS_LOUNGE,Y,,
D3-01_023,D3-01,23,close,dialogue,ADRIAN,그 문장을 방금 들은 것으로 하죠. 사람들 앞이 아니라 당신 방에서 다시 듣겠습니다.,focused,,,,NEWS_LOUNGE,Y,,
D3-01_024,D3-01,24,close,system,SYSTEM,승객 불안 수치가 갱신되었습니다. 리처드 심문 키워드 ‘은폐’가 해금됩니다.,system,,,scene_unlock:D3-02,UI,N,,
D3-02_001,D3-02,1,opening,narration,NARRATION,리처드는 커튼을 모두 닫아 낮을 밤처럼 만들었다. 줄리언의 사진만 책상 램프 아래 남았다.,observe,D3-01,,,DECK10_SUITE,N,,
D3-02_002,D3-02,2,confession,dialogue,RICHARD,나는 조사관들에게 돈을 줬소. 기록도 숨겼지.,defeated,,,,DECK10_SUITE,Y,,
D3-02_003,D3-02,3,confession,dialogue,ADRIAN,보험 증액은 사고 전이었습니다.,focused,,,,DECK10_SUITE,Y,,
D3-02_004,D3-02,4,confession,dialogue,RICHARD,"회사가 무너질 위기였소. 새 보험은 재무팀 제안이었고, 나는 승인했소.",bitter,,,,DECK10_SUITE,Y,,
D3-02_005,D3-02,5,confession,dialogue,ADRIAN,침몰을 지시했습니까?,press,,,,DECK10_SUITE,Y,,
D3-02_006,D3-02,6,confession,dialogue,RICHARD,아니오. 나는 내 아들이 했다고 믿었소. 그래서 죽은 아이의 죄까지 감췄소.,pained,,,,DECK10_SUITE,Y,,
D3-02_007,D3-02,7,confession,dialogue,ADRIAN,왜 줄리언이 했다고 믿었습니까?,focused,,,,DECK10_SUITE,Y,,
D3-02_008,D3-02,8,confession,dialogue,RICHARD,"사고 전날 그 아이가 밸러스트 밸브 이상을 보고했소. 사고 뒤에는 기록 모듈이 사라졌고, 마지막 통신도 끊겼지. 모든 화살표가 그 아이를 가리켰소.",shaken,,,,DECK10_SUITE,Y,,
D3-02_009,D3-02,9,confession,dialogue,ADRIAN,화살표를 만든 사람이 있을 가능성은 생각하지 않았군요.,cold,,,,DECK10_SUITE,Y,,
